ID,BATCH,FILL00,COMMENTS,DESC1,DESC2,DESC3,DESC4,CNAME1,CNAME2,FILL01,CADDR,CCITY,CST,CZIP,CZIP2,FILL02,M-STUD1,M-STUD2,M-STUD3,M-STUD4,M-STUD5,M-STUD6,M-STUD7,M-STUD8,M-STUD9,M-STUD10,M-STUD11,M-STUD12,SFUND,FILL03,LOAWDS,HIAWDS,SDONOR,PCTAWD,LOAMNT,HIAMNT,FILL05,APDLMO,APDLDA,FILL06,APPLAPPL,APPLTRAN,APPLAUTO,APPLTEST,APPLINTE,APPLFINE,APPLESSA,APPLREFS,APPLSPEC,APPLCOMC,APPLFEE,CONTNAME,CONTNAM2,CONTNAM3,CONTADDR,CONTCITY,CONTST,CONTZIP1,CONTZIP2,CONTAREA,CONTEXCH,CONTLINE,CONTEXT,PUBFUND1,PUBFUND2,PUBDONR1,PUBDONR2,APPLHS,APPLHSN,FILL07,SCHOL,LOAN,FILL08,RENYES,RENNO,MALE,FEMALE,MAR,SIN,AU17,A18,A1920,A21,A2224,A25,A2630,A3134,A35,UHALF,UTHIRD,UFOURTH,FRESH,SOPH,JUNIOR,SENIOR,GSTU,TWOYR,FOURYR,TRTECH,BLIND,DEAF,PHYS,INDESK,ASIAN,BLACK,HISP,ANYSVC,AF,ARMY,NAVY,MARINES,CG,KD,STUD1,STUD2,STUD3,STUD4,STUD5,STUD6,STUD7,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,REL1,REL2,REL3,ETH1,ETH2,ETH3,ETH4,ETH5,EMP1,EMP2,EMP3,TAL1,TAL2,TAL3,CVC1,CVC2,CVC3,SUP,UPDYR,UPDMO,UPDDA,ANY-YR,PUB,PRIZE,INTERN,HS-YES,HS-NO,SASE,STUD8,STUD9,STUD10,STUD11,STUD12,TAL4,TAL5,CON-NO,FEE-NO,CONTESTN,APPLFEEN,ST11,ST12,ST13,ST14,ST15,CONTFAC,CONTFEX,CONTFLIN,CONTFEXT,SVLOGMO,SVLOGDA,SVLOGYR,SRC1,SRC2,SRC3,SRC4,NUMAWD,TOTALAWD,CORPCD,AIRNG,ARMYNG,NAVYNG,MARINENG,DESC5,LEARN,DONDES1,DONDES2,DONDES3,DONDES4,FEEAMT,AWARD-NON-US,SR-ST1,SR-ST2,SR-ST3,SR-ST4,SR-ST5,SR-ST6,SR-ST7,SR-ST8,SR-ST9,SR-ST10,SR-ST11,SR-ST12,SR-ST13,SR-ST14,SR-ST15,SPONSOR-URL,CONTACT-EMAIL,SRC1-Y,SRC1-N,FT_ONLY,PT_ONLY,FT_PT
182376,,,,One $500 award is available to a student majoring in el,"ectronics, communications, computer science, engineering, or",a related field. Preference is given to graduating high sch,ool seniors who are residents of Mississippi or Delta divisi,,,,,,,,,,CO,CS,EL,ET,,,,,,,,,Magnolia DX Association Scholarship,,1,,,,500,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Magnolia DX Association Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,MS,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,on planning to study in Mississippi. Must have obtained a te,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,MS,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182382,,,,One $500 award is available to students who are residen,ts of western New York and who possess technician class or h,igher amateur radio licenses. Preference is given to graduat,ing high school seniors with a 3.2 GPA. Must provide documen,,,,,,,,,,,,,,,,,,,,,,"Norman E. Strohmeier, W2VRS, Memorial Scholarship",,1,,,,500,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,"Norman E. Strohmeier, W2VRS, Memorial Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,tation of Amateur Radio activities and achievements and any,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182384,,,,Award for college sophomore or above for fall term/seme,"ster in agriculture science or a related field, with a prefe",rence to those students majoring in horticulture. To be used,at Oregon public and nonprofit colleges and universities on,,,,,,,,,,AG,,,,,,,,,,,,Oregon Horticulture Society Scholarship,,,,,,,,,3,1,,X,,,,,,,,,,,,,,,,,,,,,,,Oregon Horticulture Society Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,X,,,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,ly. Minimum 2.5 GPA preference.,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,OR,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,X,,
182387,,,,One $500 award is available to residents of the Central," Illinois counties of Peoria, Tazewell, Woodford, Knox, McLe","an, Fulton, Logan, Marshall, and Stark. Applicants must poss",ess a technician class or higher amateur radio license and a,,,,,,,,,,,,,,,,,,,,,,Peoria Area Amateur Radio Club Scholarship,,1,,,,500,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Peoria Area Amateur Radio Club Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,IL,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,ttend an accredited two- or four-year college or university.,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182390,,,,$1000 scholarship available to undergraduate student pu,rsuing a course of study in industrial engineering. This awa,rd is intended to recognize excellence in scholarly activiti,es and leadership of the industrial engineering profession.,,,,,,,,,,ET,,,,,,,,,,,,Presidents Scholarship,,1,,,,1000,,,11,15,,X,X,,,,,,X,X,,,,,,,,,,,,,,,Presidents Scholarship,,Institute of Industrial Engineers,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,1000,,,,,,Must be active in a student chapter and must have demonstrat,,A professional society dedicated solely to the support of t,he industrial engineering profession and individuals involv,ed with improving quality and productivity. IIE is an inter,"national, nonprofit association.",,,,,,,,,,,,,,,,,,www.iienet.org/,,,X,X,,
182391,,,,One award of up to $1000 is available to a resident of,"the ARRL Midwest Division (IA, KS, NE, MO) studying electron",ics or computer science at an accredited four-year college o,r university. Applicant should possess a general class or hi,,,,,,,,,,CS,EL,,,,,,,,,,,"Ray, N0RP, &amp; Katie, W0KTE, Pautz Scholarship",,1,,,,500,1000,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,"Ray, N0RP, &amp; Katie, W0KTE, Pautz Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,IA,KS,MO,NE,,,,,,,,,,,,,,,,,,RD,,,RR,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,gher amateur radio license and be a member of the ARRL.,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182392,,,,Award is available to current members of the Register-G,"uard Federal Credit Union, or those eligible for membership,",with preference in the following order: (1) current employe,"es, independent contractors of The Register-Guard including",,,,,,,,,,,,,,,,,,,,,,Register-Guard Federal Credit Union Scholarship,,,,,,,,,3,1,,X,,,,,,X,,,,,,,,,,,,,,,,,Register-Guard Federal Credit Union Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,X,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"members of their immediate families or households, (2) retir",,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,X,,
182393,,,,One $2000 award available to a student with any active,amateur radio license attending a four-year college or unive,rsity.,,,,,,,,,,,,,,,,,,,,,,,"Richard W. Bendicksen, N7ZL, Memorial Scholarship",,1,,,,2000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,"Richard W. Bendicksen, N7ZL, Memorial Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182395,,,,"One-year fellowship at the American Academy in Rome, wh",ich includes a stipend and a studio in the Academy's complex,on the Janiculum Hill overlooking the city. Must hold an ac,credited degree in landscape architecture.,,,,,,,,,,LA,,,,,,,,,,,,Rome Prize Fellowship in Landscape Architecture,,1,,,,,,,11,1,,X,,,,,,,,,,,,,,,,,,,,,,,Rome Prize in Landscape Architecture,,Garden Club of America,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The purpose of The Garden Club of America is to stimulate t,"he knowledge and love of gardening, to share the advantages"," of association by means of educational meetings, conferenc",es and publications.,,,,,,,,,,,,,,,,,,www.gcamerica.org/,,,X,X,,
182397,,,,Award is available to visually impaired Oregon resident,s planning to enroll in full-time undergraduate studies. Awa,rd may be used only at a four-year public or nonprofit Orego,n college or university. Apply/compete annually.,,,,,,,,,,,,,,,,,,,,,,Salem Foundation Ansel & Marie Solie Scholarship,,,,,,,,,3,1,,X,,,,,,,,,,,,,,,,,,,,,,,Salem Foundation Ansel &amp; Marie Solie Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,OR,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,X,,
182398,,,,One $1000 award available to a student who possesses a,technician class or higher amateur radio license and attends,a four-year college or university.,,,,,,,,,,,,,,,,,,,,,,,Scholarship of the Morris Radio Club of New Jersey,,1,,,,1000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Scholarship of the Morris Radio Club of New Jersey,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182402,,,,Award available to graduates of (including GED and home,"-schooled students) Curry, Harney, Jackson, Josephine, Klama","th, Lake, or Malheur County high schools. Must attend a four","-year nonprofit college or university in the United States,",,,,,,,,,,AC,,,,,,,,,,,,Southern Oregon Architects Scholarship,,,,,,,,,3,1,,X,,,,,,,,,,,,,,,,,,,,,,,Southern Oregon Chapter of the American Institute of Architects Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,and major in architecture. Preference given to students who,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,X,,
182404,,,,"Up to two awards of $5,000 available to students enroll",ed or accepted in a culinary or hospitality management progr,am at an accredited institution. Must detail work experience,", submit essay, and include a list of top three favorite res",,,,,,,,,,CU,,,,,,,,,,,,Steven Scher Memorial Scholarship,,,2,,,5000,,,5,15,,X,,,,,,X,,,,,,,,,,,,,,,,,Steven Scher Memorial Scholarship for Aspiring Restauranteurs,,James Beard Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,taurants and explain why they have earned that ranking. Spec,,A not-for-profit organization based in New York City dedica,"ted to celebrating, preserving, and nurturing America's cul",inary heritage and diversity in order to elevate the apprec,iation of the culinary excellence.,,,,,,,,,,,,,,,,,,www.jamesbeard.org/,,,X,,,X
182409,,,,Award is available to graduates (including GED recipien,ts and home-schooled graduates) of Oregon high schools. Pref,"erence given to students who will enroll as a junior, senior",", or graduate-level student for fall term/semester at a trad",,,,,,,,,,1,AR,CU,MC,TT,,,,,,,,Technical Training Fund Scholarship,,,,,,,,,3,1,,X,,,,,,X,,,,,,,,,,,,,,,,,Technical Training Fund Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,itional four-year institution; then applicants at any class,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,,,X
182412,,,,Award for graduate or advanced undergraduate students i,"n environmental studies, horticulture, forestry, and related",courses of study with a special interest in the urban fores,t. Students must be enrolled during the academic year follow,,,,,,,,,,HO,NL,UR,,,,,,,,,,GCA Zone VI Fellowship in Urban Forestry,,1,,,,5000,,,1,31,,X,,,,,,X,,,,,,,,,,,,,,,,,GCA Zone VI Fellowship in Urban Forestry,,Garden Club of America,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,ing the award. May reapply for additional year.,,The purpose of The Garden Club of America is to stimulate t,"he knowledge and love of gardening, to share the advantages"," of association by means of educational meetings, conferenc",es and publications.,,,,,,,,,,,,,,,,,,www.gcamerica.org/,,,X,X,,
182413,,,,One $1000 award available to a student with a technicia,n class or higher amateur radio license. Preference given to,students from Ohio or West Virginia at accredited 2- or 4-y,ear colleges/universities or technical schools.,,,,,,,,,,,,,,,,,,,,,,Thomas W. Porter Scholarship,,1,,,,1000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,"Thomas W. Porter, W8KYZ, Scholarship Honoring Michael Daugherty, W8LSE",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,OH,WV,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182417,,,,Award available to eligible employees and dependents of,eligible employees of the University Club of Portland. Elig,ible employees must be in good standing and must have been e,mployed by University Club of Portland one or more years as,,,,,,,,,,,,,,,,,,,,,,University Club of Portland Scholarship,,,,,,,,,3,1,,X,,,,,,,,,,,,,,,,,,,,,,,University Club of Portland Scholarship,,Oregon Student Assistance Commission,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,of the March scholarship deadline. College applicants must h,,The Oregon Student Assistance Commission is a state agency,"that administers a variety of state, federal, and privately",funded student financial aid programs for the benefit of O,regonians attending institutions of post-secondary educatio,,,,,,,,,,,,,,,,,,www.GetCollegeFunds.org/,,,X,,,X
182421,,,,One $500 award is available to residents of ARRL's Nort,"hwest, Pacific, and Southwest divisions. Must have a general"," class or higher amateur radio license, attend a four-year c","ollege or university, and have a minimum 3.0 GPA.",,,,,,,,,,,,,,,,,,,,,,"William Bennett, W7PHO, Memorial Scholarship",,1,,,,500,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,"William Bennett, W7PHO, Memorial Scholarship",,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,WY,,,,,,,,,,,,,,,,,,,,,,,,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182422,,,,Multiple awards available to students who have been lic,ensed for at least two years and currently hold a General Cl,ass or higher Amateur Radio license. Preference given to hig,h school applicants ranked in top 5-10% of class and college,,,,,,,,,,BI,ER,ET,NL,ST,,,,,,,,YASME Foundation Scholarship,,,,,,3000,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,YASME Foundation Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,students ranked in top 10% of class who are active in their,,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182424,,,,One $750 award is available to students who possess a t,echnician class or higher amateur radio license. Preference,"will be given to residents of Michigan, Ohio, and West Virgi","nia. Must attend an accredited 2-year or 4-year college, uni",,,,,,,,,,,,,,,,,,,,,,Zachary Taylor Stevens Scholarship,,1,,,,750,,,1,31,,X,,,,,,,,,,,,,,,,,,,,,,,Zachary Taylor Stevens Scholarship,,ARRL Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,MI,OH,WV,,,,,,,,,,,,,,,,,,,RD,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"versity, or technical school.",,"Organization associated with ARRL, for Amateur Radio Operat",ors in the U.S. It administers programs to support the Amat,eur Radio Community.,,,,,,,,,,,,,,,,,,,www.arrl.org/,,,X,,,X
182496,,,,This award is granted to the highest scoring FeMET at S,"tEEL scholarship applicants. $10,000 scholarships are for fu","ll-time students of metallurgy, materials science, chemical,"," electrical, mechanical, environmental, computer science, an",,,,,,,,,,EL,ME,MT,,,,,,,,,,AISI/AIST Foundation Premier Scholarship,,1,,,,10000,,,12,31,,X,X,,,,,X,X,,,,,,,,,,,,,,,,AISI/AIST Foundation Premier Scholarship,,AIST Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,X,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,10000,,,,,,d industrial engineering. Students must have an interest in,,Organization seeks to ensure that the iron and steel indust,ry of tomorrow will have sufficient qualified professionals,". In an effort to fulfill this mission, they offer scholars","hips, grants, and other student and young professional prog",,,,,,,,,,,,,,,,,,www.aistfoundation.org/,,,X,X,,
182497,,,,Award for full-time study leading to a degree as an occ,upational therapy assistant or a Master's in occupational th,erapy. Must be a member of the American Occupational Therapy,Association.,,,,,,,,,,,,,,,,,,,,,,AOTA'S Assembly of Student Delegates Award,,,1,,,500,1000,,V,,,X,,,,,,X,X,X,,,,,,,,,,,,,,,AOTA'S Assembly of Student Delegates Award,,American Occupational Therapy Foundation Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,800,,,,,,,,AOTF Vision:  We envision a vibrant science that builds kno,"wledge to support effective, evidence-based occupational th",erapy.   AOTF Mission:  The mission of AOTF is to advance t,he science of occupational therapy to support people's full,,,,,,,,,,,,,,,,,,www.aotf.org/,,,X,X,,
182498,,,,This award aims to enable PhD students in one country (,the United States or Israel) to travel to the other country,(Israel or the United States) in order to acquire new skills,and techniques in their field of study. The exchange will p,,,,,,,,,,AG,,,,,,,,,,,,BARD Graduate Student Fellowship,,1,4,,,5000,13000,,1,15,,X,,,,,,,,,,,,,,,,,,,,,,,BARD Graduate Student Fellowship,,United-States Israel Bi-National Agricultural Research and Develop,ment Fund,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,8000,,,,,,romote collaboration between scientists of both countries an,,"A competitive funding program for mutually beneficial, miss","ion-oriented, strategic and applied research of agricultura","l problems, jointly conducted by American and Israeli scien",tists.,,,,,,,,,,,,,,,,,,www.bard-isus.com/index.html,,,X,X,,
182499,,,,Established in 2007 to benefit children or grandchildre,n of full- or part-time employees of Brook Hollow Golf Club.,Applicants must be a child or grandchild of an active emplo,yee in good standing of Brook Hollow Golf Club and a graduat,,,,,,,,,,,,,,,,,,,,,,Brook Hollow Golf Club Scholarship,,,,,,2000,4500,,4,1,,X,X,,,,X,,,,,,,,,,,,,,,,,,Brook Hollow Golf Club Scholarship,,The Dallas Foundation,,X,,,X,,,X,,,,,,,,,,,,,,,,,,X,X,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"ing high school senior who has been accepted in, or a studen",,A publicly supported charitable foundation that provides do,nors with flexible means of making gifts to charitable caus,es to enhance the community.,,,,,,,,,,,,,,,,,,,www.dallasfoundation.org/,,,X,X,,
182500,,,,The CBC Spouses Visual Arts Scholarship was established,in 2006. This program provides financial awards to students,who have a passion for and plan on pursuing a career in the,visual arts.,,,,,,,,,,AR,AC,FD,FI,GR,,,,,,,,CBC Spouses Visual Arts Scholarship,,10,,,,3000,,,4,21,,X,,,,,X,X,,,,,,,,,,,,,,,,,CBC Spouses Visual Arts Scholarship,,"Congressional Black Caucus Foundation, Inc.",,,X,,X,,,,X,,,,,,,,,,,,,,X,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,10,30000,,,,,,,,"Our mission of the Congressional Black Caucus Foundation, I",nc. (CBCF) is to advance the global black community by deve,"loping leaders, informing policy, and educating the public.",,,,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,www.cbcfinc.org/,,,X,X,,
182502,,,,"Applicant must be a United States citizen, resident of","Texas and be registered in a 4th, 5th or 6th year of an accr",edited architectural program or a graduate of an accredited,architectural program within 3 years prior to application da,,,,,,,,,,AC,,,,,,,,,,,,Dallas Architectural Foundation--Swank,,,,,,2000,,,3,31,,X,X,,,,,X,,X,,,,,,,,,,,,,,,"Dallas Center for Architecture Foundation--Arch Swank, Jr. Fellowship in the Craft of Architecture",,The Dallas Foundation,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,te. The Fellowship must be used in the year it is awarded an,,A publicly supported charitable foundation that provides do,nors with flexible means of making gifts to charitable caus,es to enhance the community.,,,,,,,,,,,,,,,,,,,www.dallasfoundation.org/,,,X,X,,
